	Eigenvector_centrality	Degree_centrality	Clustering_coefficient	Betweenness_centrality
Q9NZ42	0.0011278545493770677	0.0005215395848544905	0.7	9.804243782157213e-06
Q6P1Q9,Q96IZ6	0.0009804801402297479	0.00020861583394179617	0.0	4.1707306090546104e-08
Q8IZD9	0.002733123910281364	0.0003129237509126943	0.0	1.7055937012706543e-06
Q3YAB9,Q3YAB8,Q3YAC2	0.00039724051927925126	0.00020861583394179617	0.0	9.919973108137406e-06
P51172,B1PS44,B3KSD7	0.00012823395739186498	0.00020861583394179617	1.0	0.0
P02818	0.00016646534493580675	0.0005215395848544905	0.1	9.556204875718125e-05
Q6NZI2	0.00030234455702613975	0.00020861583394179617	0.0	8.744761686131026e-08
P49354,A8MVX8	0.0030534240864507588	0.001043079169708981	0.15555555555555556	0.00035796255306837075
P09668,Q96NY6	1.9360570228608612e-05	0.00041723166788359235	0.0	0.00020234625138320156
Q9UIF9	0.0018164028294474243	0.0003129237509126943	0.0	5.786099416050636e-06
P55316	0.0001860242956154294	0.00010430791697089809	0.0	0.0
O00445	0.0001024757228214856	0.0005215395848544905	0.0	1.8055497640826864e-05
Q14241	0.0006103888852635705	0.0005215395848544905	0.0	7.741665591814653e-05
Q8N1G1	7.054879751784091e-05	0.0005215395848544905	0.0	5.5653632575063615e-06
O14544	0.012439671886443893	0.0015646187545634712	0.12380952380952381	0.0003128009500215411
A8K5G8,Q15345	0.0003238073871428965	0.00041723166788359235	0.16666666666666666	2.296645713806109e-05
Q8NG57	0.00011867975780938728	0.00020861583394179617	1.0	0.0
Q8IYF1	0.002476790685338857	0.0014603108375925732	0.08791208791208792	0.0005253010581857837
P38435,B4DMC5	8.56989245336756e-05	0.0006258475018253885	0.26666666666666666	1.1562849204302297e-05
Q9HD89	1.542518662703793e-05	0.0003129237509126943	0.0	0.0
Q92692	0.0009614164057154517	0.0008344633357671847	0.13333333333333333	0.00010483936084188715
P43026	0.0010634884279513684	0.0008344633357671847	0.10714285714285714	5.9338413682165746e-05
P36894	0.002732677622651097	0.0018775425054761655	0.14166666666666666	0.0003167254671315024
O60383	0.006360991908254961	0.004172316678835924	0.008974358974358974	0.001262239869845883
P04350	0.0024082185355813455	0.0003129237509126943	0.0	5.311411123556219e-05
Q498Y4,Q12952	0.00011271851719947357	0.00010430791697089809	0.0	0.0
Q10713,Q5SXM9	0.00011734315559427358	0.00020861583394179617	0.0	7.5192569702629535e-06
Q02509	0.00011271851719947357	0.00010430791697089809	0.0	0.0
Q8N998	0.00011271851719947357	0.00010430791697089809	0.0	0.0
P49888,Q53X91	0.006979107963776752	0.001251695003650777	0.015151515151515152	0.0006893724731586782
P08493	4.0164770961860044e-05	0.00010430791697089809	0.0	0.0
P15289,C9IYR4	0.00017366207094435962	0.0005215395848544905	0.0	0.00021561937828761622
Q9H981	0.00011271851719947357	0.00010430791697089809	0.0	0.0
O00567	0.0001633865383714541	0.00020861583394179617	0.0	2.5395004827355654e-06
Q12792	0.00026960407091841047	0.00020861583394179617	0.0	1.556973128947343e-05
Q6KF10	0.0018017660461711676	0.0005215395848544905	0.5	2.6107532592796524e-05
Q969L4	0.00016165465298243685	0.00041723166788359235	0.0	4.26781035061002e-05
Q9UPQ7	0.00037805343145049647	0.00041723166788359235	0.0	6.303939793636515e-06
P63172,Q5VTU4	0.001593592210889941	0.001251695003650777	0.0	0.000551634011784394
Q92466	0.005393765406659028	0.0009387712527380828	0.1111111111111111	0.00019356913006366786
Q9NVE5	0.0002221865732366783	0.00020861583394179617	1.0	0.0
Q16531	0.003432694309027903	0.0015646187545634712	0.047619047619047616	0.0009305612553538045
A8MVX2,P78362	0.0006258273541571578	0.0003129237509126943	0.6666666666666666	1.531842760816857e-06
O43172	0.0014437252870192674	0.0005215395848544905	0.1	0.00045032877994471987
Q13523	0.0025067401114235734	0.0006258475018253885	0.06666666666666667	7.974076804459172e-05
Q9NYV4,B9EIQ6	0.0016196461923044384	0.0007301554187962866	0.0	3.262159557305341e-05
A8K3C5,O95232,Q86Y74	0.0023948677238712908	0.00041723166788359235	0.3333333333333333	2.733710034571044e-05
Q9Y5L0,B3KMX1	0.0006765480147706847	0.00041723166788359235	0.0	1.583346332374795e-05
Q9UK58	0.00019823027445563794	0.00020861583394179617	0.0	6.502072070783148e-07
Q96S94	0.0009293829577827788	0.0005215395848544905	0.0	1.494825442401784e-05
P08476,A4D1W7	0.0008909655154957659	0.0015646187545634712	0.21794871794871795	0.0001064275024959696
P16104	0.005029432646849879	0.001251695003650777	0.28888888888888886	0.00022486317837825732
P49959,Q05D78	0.005876538792866304	0.001147387086679879	0.21818181818181817	6.438073519813023e-05
O60934	0.010506146557252244	0.0018775425054761655	0.22875816993464052	9.677887567362523e-05
Q92878	0.0036992370408589284	0.0006258475018253885	0.3333333333333333	6.107376651308262e-05
Q13253	0.00013540344964511897	0.00041723166788359235	0.0	3.538447169985546e-06
B4E1X2,B0YIW5,P48444	0.0002107761279197119	0.0006258475018253885	0.4	3.2074455453128443e-05
Q9UBF2	0.0004924729180405511	0.001043079169708981	0.26666666666666666	0.00024998197373004216
Q9Y678,Q54AC4	0.0007393796876916669	0.001251695003650777	0.22727272727272727	0.0003266728779174006
Q9P299	3.6311395316658726e-05	0.0003129237509126943	1.0	0.0
P35398,Q495X4	0.008289773685498294	0.0017732345885052676	0.02857142857142857	0.00014185210648302832
Q12899,Q5SRL2	2.207378449200364e-32	0.00020861583394179617	0.0	0.0
Q9BZ90,Q6WN34	0.0002335735741125332	0.0007301554187962866	0.0	8.197787425932765e-06
Q86YT6	0.0008472733313799298	0.0003129237509126943	0.0	9.31903281766727e-06
P56159	0.001306426403952075	0.00041723166788359235	0.5	1.9505196717363093e-06
P39905	0.001311538863329349	0.0006258475018253885	0.3333333333333333	0.00011180252399247442
O00451,Q58J92	6.23278521028404e-05	0.00020861583394179617	0.0	7.254184364065518e-09
Q6X4U4,A4D125	0.0003468206534766759	0.0007301554187962866	0.0	1.4515514372581139e-05
Q86X95	0.0030127786855105123	0.0007301554187962866	0.2857142857142857	4.359818797692918e-05
Q8N8U9	0.00012547914847569198	0.0003129237509126943	0.0	6.648907619501291e-07
Q13901	0.003619979284985722	0.0007301554187962866	0.2	4.789217538110228e-05
Q969S8	0.0030226955717790114	0.0003129237509126943	0.3333333333333333	7.649094119801841e-08
Q9H772	7.651987576171682e-05	0.00020861583394179617	0.0	1.7595036698085088e-07
Q9UBX0	0.0007559352735807118	0.00020861583394179617	0.0	1.8964026853364564e-05
O14646,B3KT33	0.003329179451734353	0.0007301554187962866	0.0	3.636813622275869e-05
B4DXD3,Q14995	0.002494729178060431	0.0006258475018253885	0.06666666666666667	0.00019393544959537214
P20393	0.0022383536308998113	0.0006258475018253885	0.3333333333333333	9.477409888076917e-07
Q15406	0.0008046795430921678	0.0005215395848544905	0.0	3.599110393458616e-05
Q9UBP5	0.005111994799120244	0.001147387086679879	0.08333333333333333	7.501043427583625e-05
Q8N4B3,Q2LD48,Q15326	0.007519244107375823	0.001251695003650777	0.09090909090909091	0.0003878389979328711
Q9BZK7	0.0025381657679530044	0.0007301554187962866	0.47619047619047616	1.0410749261241084e-05
Q9UI36,D0FY36,D0FY35	0.010436471342435602	0.001043079169708981	0.13333333333333333	0.0003489207064048398
Q13155	0.001339611275209041	0.001356002920621675	0.01818181818181818	0.0001225201760303256
Q15046	0.0011408303203723738	0.0008344633357671847	0.03571428571428571	4.8259638018054214e-05
Q92664	0.00015079159280345127	0.00041723166788359235	0.0	1.1979277999418387e-05
Q8WUA4	0.0019672029101390183	0.0003129237509126943	0.0	6.163147062915043e-05
Q9NZC3	0.0007796442075585485	0.00041723166788359235	0.0	8.984627953149387e-06
P09529,Q53T31	0.0007024703222490722	0.001147387086679879	0.4166666666666667	8.159512130715118e-05
Q92743	0.0008463486449732066	0.001356002920621675	0.0	0.0004005891382407429
B3KUL1,P52594	0.0008763469763802121	0.0008344633357671847	0.0	5.079789995721687e-05
Q9UBC2	0.00016931903304726254	0.00041723166788359235	0.0	7.060061830669027e-06
Q9NWF9	0.0010350388891461975	0.001043079169708981	0.03571428571428571	3.970121546835424e-05
P34820	3.729400561813447e-05	0.0003129237509126943	0.0	0.0
O15055	0.0005331439458778253	0.0007301554187962866	0.6190476190476191	1.2119392593998915e-05
Q9Y2G4	0.0002559671600902732	0.00020861583394179617	1.0	0.0
Q8N6T3	0.0008230867061946436	0.0007301554187962866	0.19047619047619047	3.997423394469702e-05
P56817	0.003664728710001325	0.0018775425054761655	0.0392156862745098	0.0011687659864850573
Q16739	4.0476299025010336e-05	0.00020861583394179617	0.0	1.2248221965809333e-06
Q7Z3B4	0.0006001195773694053	0.0005215395848544905	0.1	3.789546691479763e-05
P43307	0.001165315646397625	0.0005215395848544905	0.0	3.8801524869991826e-05
Q15722	0.00016046425472729788	0.00020861583394179617	0.0	5.992414037683963e-07
P24530	0.0024360545395150967	0.0007301554187962866	0.047619047619047616	8.192268855832129e-05
Q16143	0.0015539547821788336	0.0005215395848544905	0.2	0.0003892131046184587
P48549	0.00010244103650639619	0.00041723166788359235	0.16666666666666666	0.0002033643490170784
Q16656,Q96AN2	0.0008658035770905459	0.00041723166788359235	0.0	0.00021698095198502946
Q5VV67	2.2361280242077992e-05	0.0003129237509126943	0.0	0.0
Q9UQ84	0.00031411104187509074	0.00041723166788359235	0.3333333333333333	4.3163924127537025e-06
P49683,A5JUU5	0.0002916418131859577	0.00041723166788359235	0.0	0.00020017196334202395
P81277,Q53QV7	7.340369487240939e-06	0.00010430791697089809	0.0	0.0
O95399,A0AVP6	6.284026525159307e-29	0.0003129237509126943	0.0	0.0
Q9UKP6	5.0393984790008806e-29	0.00020861583394179617	0.0	2.1762553092196556e-08
Q765I0	2.7966554959290196e-29	0.00010430791697089809	0.0	0.0
Q6MZU1,Q07157	0.007960710525876607	0.0038593929279232293	0.030252100840336135	0.0024150721348806044
P48165	0.00026691499219955514	0.00020861583394179617	0.0	1.4972194124979513e-06
P20264	0.000578203651323204	0.0005215395848544905	0.0	2.640419500307397e-05
Q12905	0.0015949271391383672	0.00041723166788359235	0.0	3.079166732167945e-05
P12645	0.0002889655049263794	0.0003129237509126943	0.3333333333333333	1.2513855527477906e-06
Q7Z763,Q13426	0.005700376521648386	0.0017732345885052676	0.047619047619047616	0.0008059930170184486
P13497	0.00037816942695220295	0.001251695003650777	0.09090909090909091	0.00020432940791333375
Q02388,Q59F16	0.0015975843595976587	0.0014603108375925732	0.12087912087912088	0.0005242888517725248
Q13243	0.0016596955395900333	0.0007301554187962866	0.047619047619047616	0.00010539949885996734
P02452	0.004750078053918421	0.0030249295921560447	0.06157635467980296	0.0008107527125722935
P55789	0.001214448331056303	0.0007301554187962866	0.2	1.1998999045777307e-05
P05997	0.0002705806959691937	0.00020861583394179617	0.0	2.6751571004498686e-06
Q7Z465	0.0016916730804418954	0.0007301554187962866	0.2	1.5466706460097714e-05
P55273	0.0008970964895587851	0.0003129237509126943	0.0	3.193193875309534e-05
Q59EE7,P20908	0.00043029774712110457	0.0006258475018253885	0.06666666666666667	3.667918988073836e-05
O60706,A6NFG0	0.0005077947754131937	0.0005215395848544905	0.2	0.00010469216650977902
O75330	0.00415372626150544	0.0005215395848544905	0.0	9.284270307499723e-05
Q13753	0.00017817376990374338	0.0005215395848544905	0.4	4.703941817202824e-06
Q13751	0.0001595069911283524	0.0005215395848544905	0.5	5.0928692210137635e-06
Q96A83	0.0012277189642995695	0.0005215395848544905	0.0	0.00020412072112674127
Q5VWW1	4.8572385544730265e-05	0.00010430791697089809	0.0	0.0
Q13324	3.847774414724368e-06	0.0006258475018253885	0.0	2.2193819203294307e-05
P55089	5.765506638318536e-05	0.00041723166788359235	0.0	0.00031641258489631304
P24387	1.4511738338437727e-06	0.00010430791697089809	0.0	0.0
P34998	0.0017410176843881762	0.0008344633357671847	0.03571428571428571	0.0009452577501051216
Q9GZX9	1.983500750315376e-05	0.00020861583394179617	1.0	0.0
P19883	0.0002937705142177397	0.0005215395848544905	0.1	0.0002720935712078977
P22003	8.549537497341341e-05	0.00041723166788359235	0.0	8.38847187073413e-06
Q5UIP0	0.003191496893022791	0.001251695003650777	0.15151515151515152	0.0002972369815055343
Q9NSC2	0.006183770376565852	0.0005215395848544905	0.2	3.723606134586004e-05
P54274	0.00503886431006784	0.0028163137582142483	0.01	0.001426982226763928
O95271,Q4G0F2	0.0006285675357002035	0.0009387712527380828	0.1111111111111111	0.00020969660556969977
Q9NUX5,A8MTK3,Q5MJ33	0.00017506968565941466	0.0003129237509126943	0.3333333333333333	3.0133760728632615e-06
Q9UJW2,Q6NSC1	0.00012687237878752236	0.00010430791697089809	0.0	0.0
Q9BSI4	0.00019593161233164258	0.0003129237509126943	0.0	3.0681236413188296e-06
O95998	0.00012353815661499207	0.00020861583394179617	0.0	3.531522807325387e-07
Q13478	0.0005169769660664242	0.00041723166788359235	0.0	4.793487749363489e-06
O95256	0.00023442551635972033	0.00020861583394179617	0.0	7.745848131565182e-07
Q9HB29	5.689273397152032e-05	0.00010430791697089809	0.0	0.0
Q6GTN3,P03971	0.0032515739888428147	0.0003129237509126943	0.0	3.66031028942646e-05
Q59H18	0.001220624391590522	0.0007301554187962866	0.047619047619047616	0.00012433408408080076
Q53SU2,O14649	0.008899224069757513	0.0009387712527380828	0.2222222222222222	6.753979197732338e-05
Q9H013,B3KRF5	0.0005922502264977852	0.0005215395848544905	0.0	4.109093349748209e-05
A6NE29,A6NKA3,O14579	0.0003560570818483486	0.0005215395848544905	0.5	6.423351588311652e-06
Q96J92,B0LPI0	0.0006124658559736963	0.0007301554187962866	0.047619047619047616	6.058140031344879e-05
P55017	0.00012029451361424723	0.00020861583394179617	0.0	3.1361313549654002e-06
P22004,Q4VBA3	0.0019443541776239831	0.0009387712527380828	0.08333333333333333	0.00017195333173261764
Q14517	0.0002757862297459962	0.0003129237509126943	0.3333333333333333	1.8176520641089292e-06
P36941	0.0017698034281007594	0.001147387086679879	0.1388888888888889	6.59196819184807e-05
Q06643,Q5STB2,Q52LU8	0.0010396229135942582	0.0006258475018253885	0.5	1.2898591484571533e-05
O43557	0.00032670370854875696	0.00041723166788359235	0.16666666666666666	6.411674246665896e-06
Q2NKL1,P08235,B0ZBF6	0.0109760453146588	0.001251695003650777	0.15151515151515152	0.0001221858506628616
Q14703	0.00027712152065127407	0.0005215395848544905	0.0	3.112476155624355e-05
O43524	0.023150524822973074	0.0015646187545634712	0.24761904761904763	0.00022846046060804134
O95633	0.002576599945330212	0.0005215395848544905	0.1	0.00013099277867467844
Q9NPI6	0.004228713469575622	0.0008344633357671847	0.17857142857142858	0.0007443984862554662
Q8N1F8	0.0022138717779125365	0.00020861583394179617	0.0	4.163422385507985e-06
P56177,Q7Z724	0.0019587948822352053	0.00010430791697089809	0.0	0.0
Q9BQ95	0.005033721622081952	0.0007301554187962866	0.09523809523809523	0.00026177428695263704
Q8N6I1	0.012592626059797348	0.0007301554187962866	0.42857142857142855	2.9401199958939067e-05
Q96K83	0.0035335957615175973	0.00041723166788359235	0.16666666666666666	6.795805718778649e-06
P50406	0.003233121077361492	0.0003129237509126943	0.0	3.841714543149254e-05
P41595	0.00028438211644664265	0.00020861583394179617	0.0	2.641127311569241e-07
Q53XA9,O15539,Q9H3F2	0.0006719966213010477	0.00041723166788359235	0.0	6.560426036900959e-06
O43603	0.00020200816428259083	0.00020861583394179617	0.0	0.0006003853147075186
O14842	0.0005225486080241978	0.00020861583394179617	0.0	7.503029037219455e-07
O15552,C6KYL4	0.0002913307095859456	0.00020861583394179617	0.0	8.484023508448955e-07
Q14416,Q86YG3	0.00046996956409423415	0.00041723166788359235	0.0	7.48923435539182e-06
P55103	0.0006622513574297961	0.0006258475018253885	0.6666666666666666	4.266464582417857e-06
Q00722,Q59F77	0.0011390411261726116	0.0006258475018253885	0.06666666666666667	2.3294157016828797e-05
O95136	0.0008692703448293826	0.0003129237509126943	0.0	2.3221522615574903e-06
O14921	0.0002018801099811933	0.00010430791697089809	0.0	0.0
Q9NS28	0.0009032145197392999	0.00041723166788359235	0.0	5.77073152546146e-06
Q9NPQ8	0.0024434369772409737	0.0014603108375925732	0.030303030303030304	0.0007059963262877812
A2RTZ0,Q9NVN3	0.0002421507179226391	0.00020861583394179617	0.0	8.098452327970659e-07
Q12830	0.0002458581405772007	0.0003129237509126943	0.0	4.4771949543082076e-06
P56270,Q8IUI2,Q8NFN7	0.0022166486442082175	0.0003129237509126943	0.0	6.461317467552334e-05
O00501	0.0003287987391846722	0.0005215395848544905	0.3333333333333333	1.0416120094832875e-06
O14493,Q75L80	0.000884656132418018	0.00041723166788359235	0.0	4.6723670866446704e-05
Q75L79,O15551	0.0016748342253099552	0.0006258475018253885	0.2	0.00011109096808214179
O75712	0.0002003375484414185	0.00010430791697089809	0.0	0.0
P57087	0.00023563857939911466	0.0003129237509126943	0.6666666666666666	2.3712433484659862e-06
Q9BX67	0.0005780259384810903	0.0006258475018253885	0.13333333333333333	5.686553990430778e-05
Q96J84,Q5W0F8	0.0005642960928700654	0.0005215395848544905	0.3333333333333333	5.83075182703442e-06
P57739,B2R6B9	0.00040280213382937094	0.0003129237509126943	0.0	3.96560640483265e-05
O95471	0.0002987673947998954	0.0003129237509126943	0.0	0.00021592473218413894
P36383	0.00021513295622086831	0.00020861583394179617	1.0	0.0
Q9P2M7	0.002830518511263748	0.0005215395848544905	0.4	3.258451668137669e-05
P56748	0.0002003375484414185	0.00010430791697089809	0.0	0.0
P56747	0.0002003375484414185	0.00010430791697089809	0.0	0.0
O95049	0.0005878535738699684	0.0005215395848544905	0.4	1.5443716983123833e-05
O00305,A8K1Y4,B4DG40	0.0009803961170215376	0.0007301554187962866	0.047619047619047616	7.43762932842867e-05
B3KXG1,Q02641	0.0008908459044029302	0.00041723166788359235	0.0	4.2556700797724515e-05
Q9NZU7	0.001243027869044586	0.0005215395848544905	0.1	3.4702313668385415e-05
Q00975,Q59FJ3	0.000938145255376821	0.001043079169708981	0.0	8.103105872000006e-05
P54284	0.0002448609464044679	0.0003129237509126943	0.0	1.787244105084881e-06
Q15878	0.0007422918838168938	0.00041723166788359235	0.0	4.069036443186242e-05
Q5JVL4,B2CKC5	9.397251496639826e-05	0.00020861583394179617	0.0	1.8394648180582615e-06
P78508	0.0014278574213895756	0.0005215395848544905	0.0	5.34090942433447e-05
O60333	0.00520187180030754	0.001356002920621675	0.0641025641025641	0.0004308728760018622
Q9BTT6	0.0020963161890629697	0.0005215395848544905	0.1	5.9438463335024274e-05
Q9BUH8	0.003900574486112015	0.002294774173359758	0.015789473684210527	0.00042262962100362764
Q75RY1,Q7Z4P5	5.673061354603767e-05	0.00010430791697089809	0.0	0.0
Q9NQT8	0.001114419270787473	0.00020861583394179617	0.0	1.8333278165359798e-07
Q5JTD0	0.0003883788310748544	0.00010430791697089809	0.0	0.0
Q8IWK6	0.0003883788310748544	0.00010430791697089809	0.0	0.0
Q86SQ9	2.4393713841113355e-06	0.0003129237509126943	0.0	0.00020457754355763022
P61916	6.142775974538849e-08	0.00010430791697089809	0.0	0.0
Q9UI32,Q8IX91	0.003042850151426964	0.001043079169708981	0.13333333333333333	2.9031500455369217e-05
Q5T0T0	2.4678407762438852e-05	0.00010430791697089809	0.0	0.0
B3KWG6,O00410,Q9BVS9	0.0015115323299286487	0.0015646187545634712	0.047619047619047616	0.0007079104420213863
Q99567	0.0006212458362963753	0.0005215395848544905	0.0	9.494858213541973e-06
Q8WUM0	0.00021579821295468094	0.0003129237509126943	0.0	8.898020323130193e-06
P32298	0.00139924986265752	0.0003129237509126943	0.0	9.135075366655052e-06
P78406,A8K882	0.0006138571073791536	0.0005215395848544905	0.1	0.0003511720793658079
P62191,Q53XL8	0.001808696851358287	0.001043079169708981	0.1111111111111111	0.0002686226583708356
Q13190	0.0057526184830997305	0.0017732345885052676	0.07352941176470588	0.0010148402374886695
Q9UKV5	0.00044077844509112505	0.00041723166788359235	0.0	1.0220266133881814e-05
Q9UNZ2,A2A2L1,Q53FE8	0.002179997440526479	0.001043079169708981	0.022222222222222223	0.0007185846872092945
Q15785	0.0020853723094681233	0.0006258475018253885	0.0	0.00026342395680901964
Q9BQE4	0.00021492820888266705	0.0003129237509126943	0.3333333333333333	1.1384547177724988e-05
Q9BUN8	0.0006402477540454293	0.0005215395848544905	0.1	0.0002192612057293398
Q96JH7	0.0003362960966952115	0.00020861583394179617	1.0	0.0
O14976	0.008717210216939006	0.001147387086679879	0.05454545454545454	0.00020421328527123642
P29474,A0S0A7,A0S0A8	0.009001577431931602	0.001356002920621675	0.05454545454545454	0.00015881857399161858
Q9NZN4	0.0005598574056147592	0.0007301554187962866	0.0	0.00011358305167257269
Q96KG7	0.0026995026787555894	0.002294774173359758	0.0	0.0016523869583644276
P53680	0.00036195022330533016	0.00020861583394179617	0.0	1.7818304828831403e-06
Q14677	0.002871068757733009	0.0006258475018253885	0.2	6.855280037721848e-05
P29475,B3VK56,A0PJJ7	0.011903028194897266	0.0031292375091269424	0.03908045977011494	0.0017803124082687357
O00291,Q8TDA4	0.006365983093353502	0.0019818504224470637	0.10294117647058823	0.000436804100301291
Q7L804	0.00289383659437453	0.001147387086679879	0.1388888888888889	0.00013458825064327655
B2RAS1,Q9UK23	0.0005506626807129754	0.0005215395848544905	0.3333333333333333	2.0681342449633935e-05
Q15784	0.00022116453954149605	0.00010430791697089809	0.0	0.0
Q01850	0.0003373370544947794	0.00020861583394179617	0.0	1.9706690319078694e-06
A1A4S6	0.0012212677394455535	0.0003129237509126943	0.0	1.0483984798799923e-05
Q6FIF0	0.0016633027057468682	0.00041723166788359235	0.16666666666666666	1.9278904968262187e-05
Q7L0J3	8.119672517259309e-05	0.00010430791697089809	0.0	0.0
Q86UP0	0.0026945937999947006	0.0003129237509126943	0.0	4.350096463074188e-05
Q99700	0.0032152006013194115	0.0018775425054761655	0.032679738562091505	0.0010766312684535465
Q13021	0.0019893023053996475	0.0003129237509126943	0.3333333333333333	1.734574814625453e-05
O43815	0.00852624862853799	0.0008344633357671847	0.17857142857142858	0.00015271167032994372
P13591	0.004490031028749732	0.0014603108375925732	0.045454545454545456	0.0007247773203220346
P23560	0.004850361060820674	0.001147387086679879	0.027777777777777776	0.00024969893330204613
Q9NRL3,Q59GV6	0.003625267074910282	0.0021904662563888596	0.0	0.0027292033527950973
Q99640	0.004044213043846096	0.0006258475018253885	0.4	8.990967003277316e-05
Q96Q89	0.0023432914748413676	0.00020861583394179617	1.0	0.0
P03372,Q5T5H7,Q9UBT1	0.14882233062416295	0.019818504224470637	0.04369097735806121	0.01992963484184126
O43157	0.0025698132395951165	0.0009387712527380828	0.027777777777777776	7.885611962248392e-05
Q9NPR2	0.000947086126568678	0.0003129237509126943	0.0	9.697776385970417e-06
Q92730	0.0020561587622289624	0.0008344633357671847	0.03571428571428571	3.3520925996492515e-05
Q14157	0.0008959832248214257	0.0003129237509126943	0.3333333333333333	0.0002810888095817247
O75051	0.00015155146353167278	0.0006258475018253885	0.0	0.0008008288402460588
B7Z1T5,P20783	0.0010760963589413822	0.0003129237509126943	0.3333333333333333	2.6159490150134466e-07
Q8WUJ3	3.8135051175429577e-06	0.00010430791697089809	0.0	0.0
Q8IY37	3.8135051175429577e-06	0.00010430791697089809	0.0	0.0
Q8IYU2,B3KY89	3.8135051175429577e-06	0.00010430791697089809	0.0	0.0
Q9UMX3	0.0003998203387451504	0.00020861583394179617	0.0	9.315201038822943e-08
P35858,B4DZY8,Q8TAY0	0.0004452246567694935	0.00041723166788359235	0.3333333333333333	1.2778099786419654e-05
Q9Y584	7.988174972135775e-05	0.00010430791697089809	0.0	0.0
Q8WUM4,Q6NUS1	0.013319689263883655	0.002294774173359758	0.07894736842105263	0.0012518230930756696
Q9UBV8	8.04583069636506e-05	0.00020861583394179617	0.0	1.1272635677197412e-05
P62306	0.0009182414536745657	0.0009387712527380828	0.4166666666666667	1.9670122779407517e-05
Q8WXD5	0.0006809707426031712	0.0008344633357671847	0.5714285714285714	4.264212011571843e-06
P30305,B3KS38,Q6MZW8	0.024142030037557095	0.002086158339417962	0.11578947368421053	0.0003820490508911128
P62256,A4D1L5,Q7Z6F4	4.664648321232348e-05	0.0003129237509126943	0.0	4.504278091895173e-05
Q9P0N8,A6NP10	1.1013438937914447e-05	0.00020861583394179617	0.0	4.5009541780690215e-06
P43681	0.0012646339015532412	0.0006258475018253885	0.13333333333333333	0.000494757092769695
Q14240	0.0001856545976390025	0.0003129237509126943	0.0	1.7986416681931167e-06
Q16881	0.00013031867965725648	0.00041723166788359235	0.0	0.00020770051416387647
Q9NS18	3.281723595402358e-06	0.00010430791697089809	0.0	0.0
Q13368	0.0006924609712671394	0.0018775425054761655	0.0	0.0014699687497827095
P52888	0.0019119409515762319	0.00041723166788359235	0.0	3.718229435978511e-05
Q9NZW5	0.0021761962055921714	0.002399082090330656	0.16996047430830039	0.0006623622572235644
Q99547	0.007761890291432635	0.002399082090330656	0.011857707509881422	0.001363954586928964
O14836,Q4ACX1	0.0019760906406511643	0.0006258475018253885	0.13333333333333333	8.884054007093786e-05
P49069,A1L3Y3	0.0032373711278899167	0.0003129237509126943	0.0	0.00021102768409692166
O76031	7.818455839251858e-30	0.00010430791697089809	0.0	0.0
Q16740	1.2650527287449592e-29	0.0003129237509126943	0.0	0.0
O15547,Q32MB6	0.0004489289710135804	0.00010430791697089809	0.0	0.0
Q99571	0.0004489289710135804	0.00010430791697089809	0.0	0.0
P05783	0.03365087888395946	0.004589548346719516	0.06976744186046512	0.003553079403627946
Q12809	0.003780532745725759	0.001043079169708981	0.022222222222222223	0.0010276285065102151
P49789,A8K1A9,Q45QG9	0.006428557036178142	0.0007301554187962866	0.0	7.255910932571849e-05
P41597	0.0029018143152596833	0.001043079169708981	0.15555555555555556	0.00012922304642831774
P30307	0.019483758307604584	0.002399082090330656	0.07905138339920949	0.0006279111608836325
P15056	0.01964566969952162	0.0021904662563888596	0.14619883040935672	0.00024236595080927496
Q9Y2U5	0.009365888499679358	0.001356002920621675	0.11538461538461539	0.0001333421519132206
O60336	0.0023244991661469875	0.00041723166788359235	0.0	6.403773660370537e-06
Q16627	0.0008027424795796813	0.0005215395848544905	0.0	2.628736664186418e-05
Q16663	0.00022560817369389813	0.00020861583394179617	0.0	3.2820224039959914e-07
O15467	0.0008101965226310188	0.0005215395848544905	0.1	4.1507635056731046e-05
P55773	0.00017380643686655276	0.00010430791697089809	0.0	0.0
P47900	0.00047147425428728946	0.0003129237509126943	0.0	4.314724274507858e-06
Q14195,Q8IXW6	2.157731695514909e-05	0.00010430791697089809	0.0	0.0
P18085	0.0031971657719278655	0.00020861583394179617	0.0	2.704572768068291e-05
Q53T03,Q99666,Q9H0B2	0.0005554076961817667	0.0003129237509126943	0.3333333333333333	4.9626810451443216e-05
O43592	0.0011328872910335618	0.0006258475018253885	0.2	6.621818881930546e-06
Q9HD47	0.0005106366457410256	0.00020861583394179617	1.0	0.0
Q8TD19,Q6PKF2	0.0014336405328689598	0.0009387712527380828	0.09523809523809523	0.00023446412514267846
P11802	0.020956214279291993	0.004276624595806822	0.0524390243902439	0.0020576620613071564
P35249	0.0030538994409742963	0.0009387712527380828	0.16666666666666666	5.3961764859642703e-05
Q14566	0.002114344447321791	0.0021904662563888596	0.14619883040935672	0.00017290259493461511
Q13415	0.003065456258335074	0.0014603108375925732	0.3956043956043956	5.8796642616906584e-05
P25205	0.006025401646204519	0.002503390007301554	0.21739130434782608	0.00041802687598496187
Q9UBD5	0.0017294534195394621	0.0015646187545634712	0.4230769230769231	1.7826886222451847e-05
Q9Y5N6	0.001202169370624388	0.001251695003650777	0.6222222222222222	2.3254790724896425e-06
Q9H211	0.005484979074704661	0.0014603108375925732	0.3181818181818182	6.0108812369023296e-05
