Pathogen	Pathogen_Uniprot_ID	Human_Uniprot_ID
Bacillus anthracis	Q81SN0	Q9Y520
Bacillus anthracis	Q81PJ7	Q9Y520
Bacillus anthracis	A0A0J1HS73	Q9H1C8
Bacillus anthracis	A0A0F7RCB3	Q4ADV7
Bacillus anthracis	A0A1Q4M3L5	Q9H049
Bacillus anthracis	Q81XC3	Q9H019
Bacillus anthracis	Q81TT4	Q9GZM0
Bacillus anthracis	A0A1J9WQB9	Q6YHU6
Bacillus anthracis	A0A0F7RJD1	Q9BUD9
Bacillus anthracis	Q81ZC1	Q9BQ83
Bacillus anthracis	Q81NP8	Q99463
Bacillus anthracis	Q81TT4	Q96SV5
Bacillus anthracis	A0A1J9WM20	Q96LM7
Bacillus anthracis	Q81UD8	Q96LM7
Bacillus anthracis	Q81PM6	Q96LM7
Bacillus anthracis	Q81S14	O15417
Bacillus anthracis	A0A0F7RK40	Q6N021
Bacillus anthracis	A0A1S0QXE2	Q6UXT9
Bacillus anthracis	A0A0F7R5G6	Q8NEF9
Bacillus anthracis	A0A0F7RGQ4	Q8NEF9
Bacillus anthracis	A0A0F7R7F9	Q92982
Bacillus anthracis	Q81TU4	Q92982
Bacillus anthracis	A0A0F7RGR8	Q92982
Bacillus anthracis	Q81K83	Q92982
Bacillus anthracis	Q81WF2	Q8TE29
Bacillus anthracis	Q81NB9	Q8TE29
Bacillus anthracis	A0A0F7RCR3	Q8TCZ2
Bacillus anthracis	Q81YV0	Q9NQ48
Bacillus anthracis	A0A1J9X5W3	O75346
Bacillus anthracis	Q81XH6	O75346
Bacillus anthracis	A0A0F7R6G5	Q4LDE5
Bacillus anthracis	A0A1S0QL17	Q4LDE5
Bacillus anthracis	Q81XC3	Q5T0J3
Bacillus anthracis	Q81TT4	Q6ZUJ8
Bacillus anthracis	A0A0F7RAW7	Q6ZUJ8
Bacillus anthracis	A0A1Q4M9U6	Q86TB9
Bacillus anthracis	Q81Y46	Q6PIY7
Bacillus anthracis	A0A1S0QXP6	O15050
Bacillus anthracis	A0A0F7RIX9	Q5TCS8
Bacillus anthracis	A0A1Q4M1C1	Q9C099
Bacillus anthracis	A0A0F7RE19	Q9C099
Bacillus anthracis	A0A0F7R888	Q8N712
Bacillus anthracis	A0A0J1HS73	Q8N5H5
Bacillus anthracis	A0A0F7RD99	Q93086
Bacillus anthracis	Q81TT4	Q8IWI9
Bacillus anthracis	Q81NG4	A6NMS7
Bacillus anthracis	Q81KT8	Q8IVH2
Bacillus anthracis	Q81SN0	P22732
Bacillus anthracis	Q81KI9	Q8IUP8
Bacillus anthracis	A0A0F7RI07	A6H8Y1
Bacillus anthracis	A0A0F7RIY3	Q86UY0
Bacillus anthracis	Q81S27	Q99518
Bacillus anthracis	Q81QV1	Q99518
Bacillus anthracis	A0A2B6C7C6	Q16822
Bacillus anthracis	A0A1Q4MAP7	Q3KNW1
Bacillus anthracis	Q81K32	Q3KNW1
Bacillus anthracis	Q81VQ2	Q7Z586
Bacillus anthracis	A0A0F7RD99	Q7L5Y1
Bacillus anthracis	A0A0F7R6B1	Q71V99
Bacillus anthracis	A0A0F7RLZ4	Q71V99
Bacillus anthracis	A0A1Q4M066	P04440
Bacillus anthracis	A0A1S0QS93	P04440
Bacillus anthracis	A0A1J9VHN8	Q6ZSZ5
Bacillus anthracis	A0A0F7RHH5	Q15149
Bacillus anthracis	A0A0F7RLF7	Q8IZD2
Bacillus anthracis	Q81VL8	Q8IZD2
Bacillus anthracis	A0A0F7RAJ3	Q8IZD2
Bacillus anthracis	A0A1J9WQX5	Q6P4H7
Bacillus anthracis	Q81K94	Q6P2I0
Bacillus anthracis	Q81VT8	Q70EL1
Bacillus anthracis	Q81K32	Q92619
Bacillus anthracis	Q81WW1	P35030
Bacillus anthracis	A0A0F7R5G0	Q6IPW8
Bacillus anthracis	Q81LC7	Q14393
Bacillus anthracis	A0A0F7RN56	Q6IA98
Bacillus anthracis	A0A1S0QZ62	P51148
Bacillus anthracis	Q81VY7	P51148
Bacillus anthracis	Q81KY6	P37802
Bacillus anthracis	Q81LD0	Q659D1
Bacillus anthracis	Q81V90	Q659D1
Bacillus anthracis	Q81JL8	Q64F87
Bacillus anthracis	Q81LK0	Q64F87
Bacillus anthracis	A0A2A8KPE5	Q9BQ39
Bacillus anthracis	Q6KNA9	Q12899
Bacillus anthracis	Q81WC3	Q12899
Bacillus anthracis	A0A1J9X5W3	Q5HYD9
Bacillus anthracis	Q81WK3	Q59H57
Bacillus anthracis	Q81ME0	Q59G98
Bacillus anthracis	Q81MY7	Q59G54
Bacillus anthracis	Q81QG0	Q59F13
Bacillus anthracis	A0A0F7RJ75	O14595
Bacillus anthracis	Q81SE4	P34810
Bacillus anthracis	Q81V26	O95876
Bacillus anthracis	A0A0F7R8Z5	Q53GC0
Bacillus anthracis	A0A0F7RF31	Q4VC00
Bacillus anthracis	A0A0F7REF0	Q4VBZ9
Bacillus anthracis	A0A0F7RLZ4	Q4VBZ9
Bacillus anthracis	Q81SN0	Q4G1C4
Bacillus anthracis	Q81VT8	Q4G1C2
Bacillus anthracis	A0A0F7R8Z5	Q495M3
Bacillus anthracis	A0A1Q4M0N4	O43760
Bacillus anthracis	Q81QV1	Q6ZN01
Bacillus anthracis	Q81SN0	Q30154
Bacillus anthracis	A0A1Q4M3M2	Q30154
Bacillus anthracis	Q81S27	Q2V8N0
Bacillus anthracis	Q81M47	Q2M385
Bacillus anthracis	A0A0F7R7Y8	Q6H8Q1
Bacillus anthracis	A0A1Q4LYM0	O14524
Bacillus anthracis	A0A0F7REV0	Q14C61
Bacillus anthracis	Q81WS3	O14950
Bacillus anthracis	Q81LD0	Q0EAF5
Bacillus anthracis	A0A0F7R9X6	Q0EAF5
Bacillus anthracis	A0A1J9WM20	Q86UA1
Bacillus anthracis	Q81WS0	Q9BX82
Bacillus anthracis	A0A0F7RF92	Q96RE9
Bacillus anthracis	A0A0F7RCZ3	Q05C95
Bacillus anthracis	Q81VA8	Q9NQS3
Bacillus anthracis	A0A2B6CFE8	P31939
Bacillus anthracis	Q81KK6	O15067
Bacillus anthracis	A0A2B6C452	P22102
Bacillus anthracis	Q81RW1	Q9UHX1
Bacillus anthracis	A0A1T3URR1	Q9UHX1
Bacillus anthracis	A0A1Q4M9U6	P28827
Bacillus anthracis	A0A0F7R5G6	P23467
Bacillus anthracis	A0A1S0QN45	P29350
Bacillus anthracis	A0A0F7RCB3	Q9Y2R2
Bacillus anthracis	A0A0F7RHF8	P18031
Bacillus anthracis	A0A0F7R3Y0	Q12923
Bacillus anthracis	A0A0F7R623	Q05209
Bacillus anthracis	Q81JX0	Q3SYG4
Bacillus anthracis	Q81K97	P41222
Bacillus anthracis	A0A0F7RMR2	P60484
Bacillus anthracis	A0A1Q4M1E7	Q14761
Bacillus anthracis	Q81VA8	Q8IYL9
Bacillus anthracis	A0A0F7RAI4	Q99460
Bacillus anthracis	Q81VT8	Q99460
Bacillus anthracis	A0A0F7RAF0	P51665
Bacillus anthracis	A0A0F7RGT7	Q9NYI0
Bacillus anthracis	Q81VT8	Q9NYI0
Bacillus anthracis	Q81YC1	Q9NYI0
Bacillus anthracis	A0A1Q4MB94	Q9NYI0
Bacillus anthracis	A0A1T3UU99	Q9NYI0
Bacillus anthracis	A0A0F7RKM4	Q9NYI0
Bacillus anthracis	Q81Z98	P28062
Bacillus anthracis	Q81X75	P28070
Bacillus anthracis	Q81LC7	P28070
Bacillus anthracis	Q9K5J7	P62195
Bacillus anthracis	Q81XC3	P62195
Bacillus anthracis	A0A0F7RF31	Q16378
Bacillus anthracis	Q81YN3	O75569
Bacillus anthracis	A0A1Q4M066	Q8TCU6
Bacillus anthracis	A0A0F7RBH0	P51888
Bacillus anthracis	Q81XC3	P30041
Bacillus anthracis	Q81YF9	Q13162
Bacillus anthracis	Q81KV0	P30048
Bacillus anthracis	A0A0F7RHI2	P30048
Bacillus anthracis	A0A0F7R3D8	P30048
Bacillus anthracis	A0A0F7RJ74	P30048
Bacillus anthracis	Q81RM1	Q13029
Bacillus anthracis	Q81LN0	Q96BP3
Bacillus anthracis	Q9RMZ3	Q13427
Bacillus anthracis	A0A0F7RKF8	P23284
Bacillus anthracis	A0A1Q4M0N4	Q9HAB8
Bacillus anthracis	A0A1Q4M9U6	Q4J6C6
Bacillus anthracis	A0A0F7R8N5	P48454
Bacillus anthracis	A0A0F7RMI5	Q08209
Bacillus anthracis	Q81U22	Q96QC0
Bacillus anthracis	Q81SN0	Q15435
Bacillus anthracis	Q81R83	Q9BZL4
Bacillus anthracis	P94217	Q9NUX5
Bacillus anthracis	Q81TT4	Q9NUX5
Bacillus anthracis	Q81U22	Q9Y253
Bacillus anthracis	Q81YE8	Q7Z3K3
Bacillus anthracis	Q81WW1	Q7Z3K3
Bacillus anthracis	Q81TG1	Q7Z3K3
Bacillus anthracis	A0A0F7RKH7	Q7Z3K3
Bacillus anthracis	Q81PM6	Q7Z3K3
Bacillus anthracis	A0A0F7R517	Q7Z3K3
Bacillus anthracis	A0A0F7R8S8	Q7Z3K3
Bacillus anthracis	Q81S14	Q8TEM1
Bacillus anthracis	Q81X77	Q8TEM1
Bacillus anthracis	A0A2B6C7C6	Q12796
Bacillus anthracis	Q81L99	Q8ND90
Bacillus anthracis	Q81JW1	O15031
Bacillus anthracis	Q81MS2	P13796
Bacillus anthracis	A0A0F7RJB0	Q9NRQ2
Bacillus anthracis	A0A0J1HQ70	Q9NRY6
Bacillus anthracis	Q81WR4	O15162
Bacillus anthracis	A0A0F7RL87	O15162
Bacillus anthracis	A0A0F7RA63	O15162
Bacillus anthracis	A0A0F7RKP7	O15162
Bacillus anthracis	Q81SN0	O15162
Bacillus anthracis	A0A0F7R9Q0	O15162
Bacillus anthracis	Q81N50	O15162
Bacillus anthracis	Q81LW1	O15162
Bacillus anthracis	Q81MN9	Q96AD5
Bacillus anthracis	Q81TT4	P00747
Bacillus anthracis	Q81WA0	P00747
Bacillus anthracis	Q81WH6	Q13393
Bacillus anthracis	A0A0F7REV5	P16885
Bacillus anthracis	A0A0F7R9Q0	O94827
Bacillus anthracis	A0A0F7RM87	Q9H7P9
Bacillus anthracis	A0A0F7RJ75	Q9ULL1
Bacillus anthracis	Q81VW1	O43164
Bacillus anthracis	A0A0J1HS73	Q9UKJ0
Bacillus anthracis	Q81XD7	Q9BRB3
Bacillus anthracis	A0A0F7R9X2	Q9Y6X2
Bacillus anthracis	A0A0F7RA44	P42356
Bacillus anthracis	Q81VV7	P15735
Bacillus anthracis	Q81MY7	Q8WWQ0
Bacillus anthracis	A0A0F7RAZ8	P78562
Bacillus anthracis	Q81R83	P78364
Bacillus anthracis	Q81NG4	Q96KR7
Bacillus anthracis	Q81M57	Q96PD5
Bacillus anthracis	A0A0F7RMR2	P98160
Bacillus anthracis	A0A2B6C356	P18669
Bacillus anthracis	A0A0F7RJ57	P98160
Bacillus anthracis	Q81W25	Q99471
Bacillus anthracis	Q81W25	Q96BD5
Bacillus anthracis	Q81JE5	P50542
Bacillus anthracis	A0A0J1HYA4	P50542
Bacillus anthracis	Q81Z76	P50542
Bacillus anthracis	A0A0F7RHK0	P50542
Bacillus anthracis	Q81N96	Q7Z412
Bacillus anthracis	A0A1T3V1D7	P56645
Bacillus anthracis	A0A1S0QS99	P12955
Bacillus anthracis	Q81LQ9	P12955
Bacillus anthracis	Q81K28	Q15084
Bacillus anthracis	A0A0F7R6G5	P30101
Bacillus anthracis	Q81X77	P30101
Bacillus anthracis	Q81YE8	P07237
Bacillus anthracis	Q81XC3	P07237
Bacillus anthracis	A0A1Q4M066	O60658
Bacillus anthracis	Q6KNA9	O00408
Bacillus anthracis	A0A1Q4M0N4	Q53EL6
Bacillus anthracis	A0A0F7R6B3	Q53EL6
Bacillus anthracis	Q81XD7	Q8NBM8
Bacillus anthracis	Q81XC3	P49585
Bacillus anthracis	Q81JT7	Q96RV3
Bacillus anthracis	Q81YE8	P49585
Bacillus anthracis	A0A1T3V3K0	Q15154
Bacillus anthracis	Q81WE9	Q86SE9
Bacillus anthracis	Q81VV7	Q15365
Bacillus anthracis	A0A0J1HYA4	P40425
Bacillus anthracis	Q81L99	P40425
Bacillus anthracis	Q81VW3	P40425
Bacillus anthracis	Q81M31	Q9UKK3
Bacillus anthracis	Q81KT8	P09874
Bacillus anthracis	A0A0J1HPE8	O43252
Bacillus anthracis	A0A0F7REU6	Q504Q3
Bacillus anthracis	A0A1V4B8A9	Q504Q3
Bacillus anthracis	A0A0F7RD29	Q9NP74
Bacillus anthracis	Q81PH9	Q9NWQ8
Bacillus anthracis	Q6KNA9	Q13093
Bacillus anthracis	A0A0F7RAF0	Q9UNF0
Bacillus anthracis	Q81SN0	Q9UNF0
Bacillus anthracis	Q81L10	P11940
Bacillus anthracis	Q81X13	Q9UQ80
Bacillus anthracis	A0A1Q4M732	P27986
Bacillus anthracis	Q81KT8	Q8WXI9
Bacillus anthracis	A0A0F7RIY3	P04637
Bacillus anthracis	A0A0F7RCH9	O43422
Bacillus anthracis	Q81SN0	Q8IVL5
Bacillus anthracis	A0A0F7R8Z5	Q99571
Bacillus anthracis	A0A0F7RLC1	Q8IVL5
Bacillus anthracis	A0A0F7R5G6	Q96G74
Bacillus anthracis	Q81KT8	Q96P16
Bacillus anthracis	A0A0F7R5G6	Q9H1P3
Bacillus anthracis	A0A0J1KKE5	Q13438
Bacillus anthracis	Q9RMZ3	O43929
Bacillus anthracis	Q81YC9	O15294
Bacillus anthracis	A0A0F7R8Z5	O15294
Bacillus anthracis	Q81JE5	O15294
Bacillus anthracis	Q81VT8	O15294
Bacillus anthracis	Q81KP6	Q5SWX8
Bacillus anthracis	A0A0J1HQJ7	Q5SWX8
Bacillus anthracis	Q81Z98	P36957
Bacillus anthracis	Q81ND5	Q02218
Bacillus anthracis	A0A0F7REV0	A7KAX9
Bacillus anthracis	Q81VV7	O75889
Bacillus anthracis	A0A1J9X2B6	O75807
Bacillus anthracis	A0A0F7RDJ6	O75807
Bacillus anthracis	Q81UI7	O75807
Bacillus anthracis	A0A0F7R5G6	O15201
Bacillus anthracis	Q81WR4	O00376
Bacillus anthracis	A0A0F7RLK2	O00365
Bacillus anthracis	Q81WF3	Q9UBU9
Bacillus anthracis	Q81WW5	Q9UBU9
Bacillus anthracis	A0A0F7RN56	O15504
Bacillus anthracis	Q81KT8	O15504
Bacillus anthracis	Q81SW4	Q9Y6R0
Bacillus anthracis	Q81KT8	P35658
Bacillus anthracis	A0A1S0QNL6	Q5TFE4
Bacillus anthracis	Q81JD6	P48552
Bacillus anthracis	Q81V26	Q16656
Bacillus anthracis	A0A0F7RF08	P55055
Bacillus anthracis	Q81R83	P06748
Bacillus anthracis	Q81Q28	O60500
Bacillus anthracis	A0A1Q4M2X2	P61916
Bacillus anthracis	Q81X78	O60500
Bacillus anthracis	A0A0F7RJ75	P55209
Bacillus anthracis	A0A0F7R8D9	P55209
Bacillus anthracis	Q81SN0	P55209
Bacillus anthracis	A0A0F7RDJ0	P55209
Bacillus anthracis	A0A0F7R8Z5	Q9UM47
Bacillus anthracis	Q81NN0	P46531
Bacillus anthracis	A0A1S0QNX7	Q9UM47
Bacillus anthracis	Q81P27	Q9Y3T9
Bacillus anthracis	A0A0F7RLC1	Q9ULX3
Bacillus anthracis	Q81VG2	Q9Y3T9
Bacillus anthracis	A0A0F7REQ8	O75323
Bacillus anthracis	A0A0J1HZ85	O75323
Bacillus anthracis	A0A0F7RI73	Q6KC79
Bacillus anthracis	A0A1V4B6Z1	P14543
Bacillus anthracis	Q81VA8	P14543
Bacillus anthracis	A0A1S0QL17	P14543
Bacillus anthracis	Q81WY7	P19838
Bacillus anthracis	Q81NT0	P19838
Bacillus anthracis	Q81TM1	P19838
Bacillus anthracis	Q81ZD5	P19838
Bacillus anthracis	Q81Z98	P19838
Bacillus anthracis	A0A0F7REA7	P19838
Bacillus anthracis	Q81Y52	P19838
Bacillus anthracis	Q81XX9	P19838
Bacillus anthracis	A0A0F7RA37	P19838
Bacillus anthracis	A0A0F7RAQ3	P19838
Bacillus anthracis	A0A0F7RJ14	P19838
Bacillus anthracis	Q81UM1	P19838
Bacillus anthracis	A0A0F7RGK4	P19838
Bacillus anthracis	A0A1Q4M339	P19838
Bacillus anthracis	A0A0F7RM60	P19838
Bacillus anthracis	A0A1Q4M3L5	P19838
Bacillus anthracis	A0A0F7RKD4	P19838
Bacillus anthracis	Q81SN0	P19838
Bacillus anthracis	A0A0F7RJD1	P19838
Bacillus anthracis	Q81SC3	P19838
Bacillus anthracis	A0A0F7RKM4	P19838
Bacillus anthracis	A0A0F7RJ75	P19838
Bacillus anthracis	A0A0F7RDV9	P19838
Bacillus anthracis	A0A1Q4LYM0	P19838
Bacillus anthracis	Q81NM4	P19838
Bacillus anthracis	A0A0F7R9W0	P19838
Bacillus anthracis	A0A0F7RBC1	P19838
Bacillus anthracis	A0A1Q4M4T3	P19838
Bacillus anthracis	A0A0F7R6N9	P19838
Bacillus anthracis	A0A0J1HQJ7	P19838
Bacillus anthracis	Q81JG2	P19838
Bacillus anthracis	Q81L15	P19838
Bacillus anthracis	Q81T09	Q16236
Bacillus anthracis	Q81UJ9	Q14494
Bacillus anthracis	Q81KI9	Q8NC67
Bacillus anthracis	Q81WM3	Q9HB63
Bacillus anthracis	Q81YN3	Q92859
Bacillus anthracis	A0A0F7RHX8	Q96SB3
Bacillus anthracis	Q81VT8	Q96SB3
Bacillus anthracis	A0A0F7RLT4	Q96SB3
Bacillus anthracis	A0A0F7RFK1	Q92597
Bacillus anthracis	A0A0F7R6G5	O60502
Bacillus anthracis	Q81WK3	Q14686
Bacillus anthracis	A0A0F7R9Y8	Q14686
Bacillus anthracis	Q81SN0	Q13772
Bacillus anthracis	Q81LD0	Q9Y6Q9
Bacillus anthracis	A0A0F7RFK1	Q9Y6Q9
Bacillus anthracis	A0A0F7RA44	Q15596
Bacillus anthracis	Q81Y15	Q15596
Bacillus anthracis	A0A0F7RE60	Q15788
Bacillus anthracis	Q81TT4	Q15788
Bacillus anthracis	Q81VT8	P16333
Bacillus anthracis	A0A0F7R4Q5	Q15788
Bacillus anthracis	A0A1Q4M0N4	P16333
Bacillus anthracis	Q81V23	Q8NFP9
Bacillus anthracis	Q81UW3	P49321
Bacillus anthracis	A0A0F7RFB0	P43490
Bacillus anthracis	A0A0F7RHX1	Q13765
Bacillus anthracis	A0A1S0QS99	Q13765
Bacillus anthracis	A0A1S0QUZ7	Q86UW6
Bacillus anthracis	A0A0F7R8T7	Q8WYB5
Bacillus anthracis	Q81PE9	O60237
Bacillus anthracis	Q81JE2	Q5VU43
Bacillus anthracis	Q81ZE0	Q5VU43
Bacillus anthracis	Q9K5J5	P35579
Bacillus anthracis	Q81KT8	P35579
Bacillus anthracis	A0A0F7RG55	Q7Z401
Bacillus anthracis	A0A0F7RMG3	O75592
Bacillus anthracis	A0A1Q4M0N4	O75592
Bacillus anthracis	A0A0F7RLQ9	O75592
Bacillus anthracis	A0A1J9VUS2	Q92614
Bacillus anthracis	Q81K97	P20591
Bacillus anthracis	Q81ZA2	Q14764
Bacillus anthracis	Q81XC3	P20591
Bacillus anthracis	Q81ME0	Q14764
Bacillus anthracis	Q81XS4	P01871
Bacillus anthracis	A0A0F7RGR8	P01871
Bacillus anthracis	Q81SN0	P01871
Bacillus anthracis	A0A0F7RF31	P01871
Bacillus anthracis	Q81KP6	Q04900
Bacillus anthracis	Q81JW1	Q9C0I1
Bacillus anthracis	A0A0F7RLK2	O43439
Bacillus anthracis	A0A0F7RG51	Q9HCI7
Bacillus anthracis	A0A0J1HYA4	Q8N5Y2
Bacillus anthracis	A0A1Q4M2E8	P11717
Bacillus anthracis	A0A0F7RLC1	P36507
Bacillus anthracis	Q81XR1	Q02750
Bacillus anthracis	A0A1J9WE79	P36507
Bacillus anthracis	A0A1Q4M0N4	Q9Y605
Bacillus anthracis	Q81SN0	P26038
Bacillus anthracis	A0A0F7R9Z2	Q96BY2
Bacillus anthracis	Q81X31	Q15014
Bacillus anthracis	Q81MI5	Q9UBU8
Bacillus anthracis	A0A1Q4M450	Q9UBU8
Bacillus anthracis	A0A0F7RLM5	P41218
Bacillus anthracis	A0A0F7R6G5	Q9UBU8
Bacillus anthracis	Q81VT3	P41218
Bacillus anthracis	A0A1S0QXP6	P19105
Bacillus anthracis	A0A0F7R3D8	Q8NEZ4
Bacillus anthracis	A0A0F7RMR2	Q8NEZ4
Bacillus anthracis	Q81ZA2	O14686
Bacillus anthracis	Q6KNA9	Q15773
Bacillus anthracis	A0A0F7RJG7	Q9UHC7
Bacillus anthracis	A0A0F7RBH0	Q96T58
Bacillus anthracis	Q81NP8	Q96T58
Bacillus anthracis	Q81U00	P16455
Bacillus anthracis	A0A0F7RC31	O43451
Bacillus anthracis	Q81K85	P55083
Bacillus anthracis	A0A0F7RMR7	Q9H1A3
Bacillus anthracis	Q81X77	P31153
Bacillus anthracis	Q81V26	P31153
Bacillus anthracis	Q81LQ9	Q9NPJ6
Bacillus anthracis	Q81JW1	Q9ULK4
Bacillus anthracis	Q81KT8	Q13503
Bacillus anthracis	A0A1Q4LYL9	Q13503
Bacillus anthracis	A0A0F7RI71	Q13503
Bacillus anthracis	A0A0F7RKN4	Q13503
Bacillus anthracis	Q81M57	Q93074
Bacillus anthracis	A0A1J9WIU5	O15151
Bacillus anthracis	Q81LX9	Q9P1T7
Bacillus anthracis	A0A0F7RCB3	Q9P1T7
Bacillus anthracis	A0A0F7R6G5	Q96EZ8
Bacillus anthracis	A0A0F7R9H8	Q14703
Bacillus anthracis	A0A0J1HKE1	Q9NR56
Bacillus anthracis	A0A0F7RAJ9	Q9P267
Bacillus anthracis	Q81WW1	Q9P267
Bacillus anthracis	Q81VT8	P43243
Bacillus anthracis	A0A0F7RLP7	P43243
Bacillus anthracis	Q81VT8	P27448
Bacillus anthracis	A0A0F7R5G0	P27448
Bacillus anthracis	Q81LB8	P27448
Bacillus anthracis	A0A0F7RD99	P27448
Bacillus anthracis	Q81MY7	Q15555
Bacillus anthracis	A0A0F7R6H3	Q9H8J5
Bacillus anthracis	Q81LK0	Q9Y2U8
Bacillus anthracis	Q9RMZ3	Q9Y2U8
Bacillus anthracis	A0A0F7RD30	Q8N5G2
Bacillus anthracis	A0A1J9X5U0	Q9UPN3
Bacillus anthracis	A0A0J1HL76	Q8N5G2
Bacillus anthracis	A0A1V4BJH0	Q92918
Bacillus anthracis	Q81VT3	Q92918
Bacillus anthracis	Q81U00	P41279
Bacillus anthracis	A0A1S0QN45	O95382
Bacillus anthracis	Q6KNA9	Q12852
Bacillus anthracis	A0A0F7RA44	Q99698
Bacillus anthracis	Q81X77	P61626
Bacillus anthracis	A0A0F7RIG7	P10253
Bacillus anthracis	Q81U08	Q8N2S1
Bacillus anthracis	Q81TK1	Q8N2S1
Bacillus anthracis	Q81ZC1	Q8N2S1
Bacillus anthracis	Q81WX2	O15116
Bacillus anthracis	A0A0F7RG01	Q8N2S1
Bacillus anthracis	Q81SB0	O95777
Bacillus anthracis	Q81KY6	O15116
Bacillus anthracis	Q81XR1	Q9BX40
Bacillus anthracis	Q81YC1	Q8ND56
Bacillus anthracis	Q81X31	Q9Y608
Bacillus anthracis	Q81YE8	O75197
Bacillus anthracis	Q81VT8	O75096
Bacillus anthracis	Q81R13	Q7Z4F1
Bacillus anthracis	Q81PC9	O94898
Bacillus anthracis	A0A0J1HS73	Q96CN5
Bacillus anthracis	A0A0J1I0J1	O60711
Bacillus anthracis	Q81ME0	P42704
Bacillus anthracis	Q81M06	Q92539
Bacillus anthracis	Q81VE0	Q03252
Bacillus anthracis	A0A0F7RE19	P20700
Bacillus anthracis	Q81PM6	P20700
Bacillus anthracis	Q81UH9	P02545
Bacillus anthracis	A0A0F7RJK8	P02545
Bacillus anthracis	Q81KT8	P02545
Bacillus anthracis	A0A0J1HL81	P02545
Bacillus anthracis	Q81X15	P02545
Bacillus anthracis	A0A0F7R7R1	P49257
Bacillus anthracis	A0A0J1HTV1	O75022
Bacillus anthracis	Q81NR1	Q8N423
Bacillus anthracis	Q81Z49	Q8N423
Bacillus anthracis	A0A0F7RKP7	Q9Y5X9
Bacillus anthracis	Q81TW1	Q9H400
Bacillus anthracis	A0A1S0QR24	Q9UGP4
Bacillus anthracis	Q81ME0	Q96PV6
Bacillus anthracis	Q81JW1	Q96PV6
Bacillus anthracis	A0A1Q4LY85	Q96PV6
Bacillus anthracis	A0A0F7REF0	Q96PV6
Bacillus anthracis	A0A0F7RIG7	P17931
Bacillus anthracis	Q81L99	P17931
Bacillus anthracis	Q81S14	P17931
Bacillus anthracis	Q81SR4	P17931
Bacillus anthracis	A0A0F7REJ1	P17931
Bacillus anthracis	A0A0F7RMR7	P17931
Bacillus anthracis	Q81RU5	P17931
Bacillus anthracis	A0A0F7RE93	P17931
Bacillus anthracis	Q81QB6	P17931
Bacillus anthracis	A0A1S0QNL6	P17931
Bacillus anthracis	A0A0F7RCB3	P17931
Bacillus anthracis	A0A0F7R5G6	P17931
Bacillus anthracis	A0A1J9VHM6	P17931
Bacillus anthracis	Q81WU4	P07195
Bacillus anthracis	Q81TK1	Q86U70
Bacillus anthracis	Q81NN0	Q9Y383
Bacillus anthracis	A0A1Q4M3M2	Q6PKG0
Bacillus anthracis	Q81XD7	P18627
Bacillus anthracis	A0A0F7RCR3	Q9UNZ5
Bacillus anthracis	Q81VE1	P18627
Bacillus anthracis	Q81R13	Q9UNZ5
Bacillus anthracis	Q81VA8	P13010
Bacillus anthracis	A0A0F7RIX9	P14618
Bacillus anthracis	Q81YE8	O14901
Bacillus anthracis	Q81M98	Q9Y2U9
Bacillus anthracis	A0A0F7R5J6	P33176
Bacillus anthracis	A0A1J9WS90	Q9NQT8
Bacillus anthracis	Q9RMZ3	Q9Y2U9
Bacillus anthracis	Q81Z98	Q8N5I3
Bacillus anthracis	Q6KNA9	Q8N5I3
Bacillus anthracis	Q81U22	Q9H3F6
Bacillus anthracis	Q81VT8	P17612
Bacillus anthracis	A0A0F7RE19	P13861
Bacillus anthracis	A0A1J9WVL8	P13861
Bacillus anthracis	A0A0F7RD30	P17612
Bacillus anthracis	Q81XR1	P13861
Bacillus anthracis	A0A0F7RHE4	P13861
Bacillus anthracis	Q81UI7	P01834
Bacillus anthracis	A0A2B6CBL2	P01834
Bacillus anthracis	A0A0F7RLZ4	P01834
Bacillus anthracis	Q81SN0	P01834
Bacillus anthracis	A0A0F7RHX1	P01834
Bacillus anthracis	A0A1Q4LZ40	P01834
Bacillus anthracis	Q81NH4	P01834
Bacillus anthracis	Q81S14	P01834
Bacillus anthracis	Q81JX0	Q86Y46
Bacillus anthracis	Q81LC5	P01834
Bacillus anthracis	A0A0F7R5G0	Q68DE3
Bacillus anthracis	A0A1J9VS64	Q8N163
Bacillus anthracis	A0A0F7R6G5	Q8N163
Bacillus anthracis	Q81SN0	Q9C0F1
Bacillus anthracis	A0A0J1HL76	Q9P260
Bacillus anthracis	A0A0F7R3M4	Q8N163
Bacillus anthracis	Q81VV7	Q9C0F1
Bacillus anthracis	A0A0F7RGT7	Q5T8A7
Bacillus anthracis	A0A0F7R8Z5	Q2M389
Bacillus anthracis	Q81RD5	Q5T8A7
Bacillus anthracis	A0A0F7RLC1	O15033
Bacillus anthracis	A0A0F7RCF4	O43151
Bacillus anthracis	A0A0F7RF31	Q6AI39
Bacillus anthracis	Q81SF2	Q6AI39
Bacillus anthracis	A0A0F7REV0	Q6AI39
Bacillus anthracis	Q81VT8	Q6AI39
Bacillus anthracis	Q81VA8	Q6AI39
Bacillus anthracis	A0A0F7RCF4	Q6AI39
Bacillus anthracis	Q6KMS8	Q14154
Bacillus anthracis	A0A0J1HLL8	P05412
Bacillus anthracis	Q81Y46	Q14154
